EmployeeNumber,Age,Tenure,Turnover,HourlyRate ,HoursWeekly,CompensationType,AnnualSalary,DrivingCommuterDistance,JobRoleArea,Gender,MaritalStatus,NumCompaniesPreviouslyWorked,AnnualProfessionalDevHrs,PaycheckMethod,TextMessageOptIn
23851,63,24,Yes,$61.16 ,40,Salary,"$216,256.48 ",149,Information_Technology,Male,Divorced,5,16,Direct_Deposit,No
16099,32,39,No,$45.24 ,40,Salary,"$51,256.89 ",382,Sales,Prefer Not to Answer,Single,9,14,Direct Deposit,N/A
12390,30,7,No,$70.87 ,40,Salary,"$414,598.47 ",494,Manufacturing,Female,Single,5,25,DirectDeposit,Yes
17805,30,24,Yes,$92.36 ,40,Salary,"$112,299.76 ",52,Human_Resources,Male,Single,9,23,Direct Deposit,Yes
15442,29,31,No,$53.67 ,40,Salary,"$285,746.09 ",64,Marketing,Prefer Not to Answer,Divorced,7,10,MailedCheck,Yes
23962,49,32,Yes,$91.60 ,40,Salary,"$359,573.76 ",301,Human_Resources,Female,Divorced,9,24,DirectDeposit,Yes
25450,42,45,Yes,$25.87 ,40,Salary,"$342,451.94 ",204,Information Technology,Male,Divorced,8,24,DirectDeposit,No
17690,30,42,Yes,$74.73 ,40,Salary,"$195,614.02 ",83,Laboratory,Prefer Not to Answer,Married,9,18,Mailed Check,No
25297,53,9,No,$50.01 ,40,Salary,"$132,129.65 ",196,Healthcare,Prefer Not to Answer,Married,9,10,Mailed Check,No
16451,23,16,Yes,$61.47 ,40,Salary,"$112,226.27 ",357,Human Resources,Prefer Not to Answer,Single,5,14,Mail Check,No
26386,20,20,No,$98.66 ,40,Salary,"$120,781.50 ",297,InformationTechnology,Female,Single,2,7,Direct_Deposit,N/A
17265,51,40,Yes,$77.91 ,40,Salary,"$166,650.88 ",249,Manufacturing,Male,Single,8,5,Mailed Check,Yes
24040,45,12,No,$97.06 ,40,Salary,"$382,808.97 ",60,Manufacturing,Female,Married,4,17,Mail Check,N/A
13561,45,44,No,$58.64 ,40,Salary,"$481,154.27 ",305,HumanResources,Prefer Not to Answer,Married,1,10,Mail_Check,No
10266,24,29,No,$88.09 ,40,Salary,"$56,215.50 ",302,Information Technology,Male,Divorced,N/A,13,DirectDeposit,Yes
15919,50,35,No,$45.42 ,40,Salary,"$305,577.69 ",194,Marketing,Prefer Not to Answer,Single,4,11,Mail_Check,N/A
29300,59,45,Yes,$49.19 ,40,Salary,"$188,372.88 ",458,Healthcare,Male,Married,8,2,Mail_Check,Yes
26578,43,17,No,$26.60 ,40,Salary,"$213,529.54 ",289,Marketing,Prefer Not to Answer,Married,1,12,Direct Deposit,Yes
23842,41,29,No,$32.52 ,40,Salary,"$265,081.15 ",354,Healthcare,Prefer Not to Answer,Single,4,21,Direct Deposit,N/A
21964,23,31,No,$51.28 ,40,Salary,"$353,928.41 ",292,HumanResources,Female,Single,7,15,Direct Deposit,N/A
18893,52,35,No,$81.68 ,40,Salary,"$146,658.43 ",393,Information Technology,Male,Divorced,9,10,DirectDeposit,N/A
12219,51,34,No,$69.19 ,40,Salary,"$482,431.04 ",175,Manufacturing,Male,Divorced,6,12,Direct Deposit,N/A
21629,64,33,Yes,$21.21 ,40,Salary,"$54,829.13 ",384,Human_Resources,Female,Married,9,17,Mailed Check,No
29562,41,24,Yes,$93.56 ,40,Salary,"$372,861.16 ",101,Manufacturing,Male,Single,6,11,Mail_Check,No
22037,45,17,Yes,$92.37 ,40,Salary,"$175,753.92 ",117,HumanResources,Prefer Not to Answer,Divorced,4,19,Mail Check,Yes
29714,28,19,Yes,$35.65 ,40,Salary,"$489,094.28 ",66,Sales,Prefer Not to Answer,Divorced,5,15,MailedCheck,No
25948,44,8,Yes,$39.80 ,40,Salary,"$78,329.62 ",430,Research,Female,Divorced,1,9,Mailed Check,Yes
12785,59,13,Yes,$80.10 ,40,Salary,"$223,202.50 ",276,Research,Prefer Not to Answer,Divorced,8,7,Direct Deposit,N/A
22117,64,16,No,$79.45 ,40,Salary,"$165,722.54 ",28,Information_Technology,Prefer Not to Answer,Married,3,25,Mail Check,No
25568,62,29,Yes,$45.30 ,40,Salary,"$294,156.01 ",235,Laboratory,Female,Married,7,11,Mail_Check,Yes
20892,57,38,Yes,$29.54 ,40,Salary,"$477,323.94 ",215,Information Technology,Prefer Not to Answer,Single,2,11,Mail Check,N/A
16374,64,9,No,$17.50 ,40,Salary,"$222,485.55 ",285,Laboratory,Female,Divorced,1,6,MailedCheck,N/A
28676,23,36,No,$78.65 ,40,Salary,"$391,529.22 ",52,Human Resources,Prefer Not to Answer,Single,4,24,Direct_Deposit,No
16356,57,14,Yes,$37.72 ,40,Salary,"$443,627.94 ",438,Human_Resources,Male,Married,2,1,Mail Check,No
15022,36,38,No,$66.92 ,40,Salary,"$168,367.16 ",389,Healthcare,Female,Divorced,2,4,DirectDeposit,No
23781,62,12,No,$83.72 ,40,Salary,"$206,691.85 ",138,Human Resources,Female,Married,5,14,Direct Deposit,Yes
15848,62,10,No,$33.08 ,40,Salary,"$485,586.38 ",182,Sales,Male,Single,3,2,Mail_Check,N/A
16778,49,10,Yes,$65.47 ,40,Salary,"$78,929.13 ",92,Laboratory,Female,Single,8,22,Mail Check,N/A
24953,38,14,No,$23.98 ,40,Salary,"$108,474.36 ",1,Manufacturing,Prefer Not to Answer,Married,3,N/A,Mailed Check,No
19044,63,8,Yes,$99.60 ,40,Salary,"$406,646.97 ",373,Laboratory,Male,Married,4,6,Direct_Deposit,No
29456,21,22,No,$21.61 ,40,Salary,"$332,684.79 ",406,HumanResources,Male,Married,2,19,Direct Deposit,No
15212,28,36,Yes,$88.86 ,40,Salary,"$385,839.51 ",7,Human_Resources,Prefer Not to Answer,Divorced,7,12,Mailed Check,Yes
17793,21,39,Yes,$95.87 ,40,Salary,"$277,337.80 ",232,Human_Resources,Female,Divorced,8,1,MailedCheck,Yes
17946,52,19,Yes,$80.56 ,40,Salary,"$248,555.36 ",247,Healthcare,Prefer Not to Answer,Married,N/A,20,DirectDeposit,Yes
27019,35,11,Yes,$41.94 ,40,Salary,"$196,975.19 ",310,Human Resources,Female,Married,4,19,Mail_Check,No
19271,27,26,Yes,$51.47 ,40,Salary,"$139,179.74 ",350,Human_Resources,Male,Divorced,9,20,MailedCheck,N/A
27407,23,14,No,$26.20 ,40,Salary,"$417,068.92 ",160,Human_Resources,Female,Married,6,16,Mail Check,No
13967,19,32,Yes,$26.88 ,40,Salary,"$233,412.74 ",100,Human_Resources,Female,Divorced,3,10,Mail_Check,N/A
14073,52,35,Yes,$32.83 ,40,Salary,"$210,104.53 ",402,Sales,Prefer Not to Answer,Divorced,8,3,MailedCheck,Yes
22249,23,20,Yes,$28.08 ,40,Salary,"$85,449.23 ",103,Information Technology,Female,Married,8,1,Mailed Check,N/A
14916,65,44,No,$91.71 ,40,Salary,"$275,197.46 ",380,HumanResources,Male,Married,2,8,Mailed Check,No
14997,28,32,No,$52.52 ,40,Salary,"$429,093.38 ",489,Laboratory,Female,Divorced,N/A,7,Direct Deposit,Yes
16734,59,24,No,$17.88 ,40,Salary,"$278,849.19 ",153,Manufacturing,Female,Single,2,23,Mail_Check,N/A
22022,28,18,No,$78.91 ,40,Salary,"$106,947.01 ",180,Marketing,Female,Married,N/A,11,DirectDeposit,No
15001,52,42,Yes,$97.56 ,40,Salary,"$389,967.92 ",455,Human Resources,Male,Single,2,12,Mail Check,N/A
13774,29,32,Yes,$89.60 ,40,Salary,"$59,677.82 ",491,HumanResources,Male,Single,2,8,Direct_Deposit,No
19647,27,31,Yes,$43.32 ,40,Salary,"$426,151.34 ",327,Human Resources,Female,Married,5,5,MailedCheck,Yes
16657,39,44,No,$54.70 ,40,Salary,"$448,614.20 ",400,Research,Male,Single,9,24,DirectDeposit,No
28914,43,44,Yes,$29.56 ,40,Salary,"$454,197.08 ",7,Research,Male,Single,9,N/A,Mail_Check,N/A
16992,31,12,Yes,$56.63 ,40,Salary,"$409,297.31 ",344,Laboratory,Prefer Not to Answer,Single,7,9,Direct_Deposit,N/A
11718,45,5,No,$20.19 ,40,Salary,"$446,202.80 ",135,Human_Resources,Prefer Not to Answer,Divorced,6,14,Mail_Check,N/A
25323,23,7,Yes,$98.83 ,40,Salary,"$409,182.79 ",257,Information_Technology,Prefer Not to Answer,Married,1,10,MailedCheck,No
11634,52,7,No,$40.63 ,40,Salary,"$73,443.20 ",486,Human_Resources,Female,Divorced,6,5,MailedCheck,Yes
19826,19,1,No,$71.39 ,40,Salary,"$285,665.55 ",437,Information Technology,Male,Divorced,5,4,Direct Deposit,N/A
23153,45,42,No,$64.27 ,40,Salary,"$146,599.42 ",295,Information_Technology,Male,Single,3,16,Mail Check,N/A
20295,20,45,Yes,$31.46 ,40,Salary,"$366,638.78 ",379,Human_Resources,Female,Divorced,9,14,Mail Check,N/A
29133,40,23,No,$66.84 ,40,Salary,"$51,676.79 ",254,Human Resources,Female,Married,9,22,Mail_Check,N/A
12641,55,2,Yes,$17.61 ,40,Salary,"$215,545.87 ",227,HumanResources,Male,Single,7,4,Direct Deposit,Yes
29817,59,4,Yes,$67.96 ,40,Salary,"$266,769.06 ",270,Human Resources,Female,Single,1,18,Direct_Deposit,N/A
26535,44,19,Yes,$66.06 ,40,Salary,"$184,904.50 ",302,Healthcare,Female,Single,8,5,DirectDeposit,N/A
23684,64,4,Yes,$18.21 ,40,Salary,"$296,387.36 ",173,Laboratory,Male,Single,7,14,Mail_Check,N/A
21162,54,11,No,$78.19 ,40,Salary,"$264,337.01 ",454,Laboratory,Male,Divorced,8,24,Mail_Check,N/A
13080,29,42,No,$82.64 ,40,Salary,"$115,494.41 ",319,HumanResources,Male,Divorced,6,19,Mailed Check,N/A
28301,43,3,Yes,$58.18 ,40,Salary,"$85,530.73 ",394,Manufacturing,Female,Single,8,23,MailedCheck,N/A
16310,23,21,No,$34.62 ,40,Salary,"$247,811.82 ",255,Information_Technology,Female,Married,9,11,MailedCheck,N/A
17692,54,28,Yes,$41.97 ,40,Salary,"$237,608.82 ",486,Information Technology,Male,Divorced,2,6,Mail_Check,N/A
10225,22,21,No,$21.47 ,40,Salary,"$432,935.63 ",384,Healthcare,Male,Divorced,6,9,Mail_Check,Yes
14235,29,37,No,$74.03 ,40,Salary,"$268,348.90 ",393,Information_Technology,Male,Single,3,6,Direct_Deposit,Yes
10163,24,8,No,$20.19 ,40,Salary,"$81,145.00 ",488,Information Technology,Male,Divorced,4,20,Mail_Check,No
10697,19,42,Yes,$37.65 ,40,Salary,"$169,991.01 ",395,Research,Prefer Not to Answer,Married,7,3,Direct Deposit,No
20283,59,18,Yes,$87.23 ,40,Salary,"$462,607.17 ",338,Laboratory,Prefer Not to Answer,Married,7,14,DirectDeposit,No
19836,61,19,No,$27.58 ,40,Salary,"$121,998.07 ",61,Research,Prefer Not to Answer,Married,2,13,MailedCheck,No
13582,62,18,Yes,$19.37 ,40,Salary,"$261,248.42 ",176,Human Resources,Prefer Not to Answer,Single,9,21,Direct_Deposit,N/A
23331,58,20,Yes,$85.59 ,40,Salary,"$384,878.50 ",304,Marketing,Prefer Not to Answer,Single,4,3,Mail_Check,N/A
29476,56,20,Yes,$34.24 ,40,Salary,"$161,737.44 ",18,Research,Prefer Not to Answer,Divorced,6,4,Direct Deposit,Yes
16943,41,5,Yes,$64.86 ,40,Salary,"$169,355.57 ",48,Human_Resources,Male,Married,3,17,Mailed Check,No
18405,51,2,No,$54.67 ,40,Salary,"$101,328.70 ",123,Information Technology,Female,Single,7,14,Mailed Check,No
27185,48,34,No,$21.26 ,40,Salary,"$288,100.35 ",101,InformationTechnology,Female,Divorced,8,10,Mail Check,No
22963,37,37,No,$32.72 ,40,Salary,"$111,410.82 ",203,Information_Technology,Male,Divorced,1,25,Mailed Check,Yes
27471,25,30,No,$43.21 ,40,Salary,"$84,269.66 ",17,Research,Male,Divorced,8,9,Mailed Check,No
29757,35,37,Yes,$56.48 ,40,Salary,"$141,550.50 ",17,Laboratory,Prefer Not to Answer,Divorced,1,18,Mail_Check,No
23569,56,39,Yes,$96.99 ,40,Salary,"$431,212.62 ",357,Healthcare,Female,Single,3,19,Mail Check,N/A
14955,50,42,No,$40.88 ,40,Salary,"$118,587.57 ",295,Information Technology,Prefer Not to Answer,Married,1,25,Direct Deposit,N/A
24521,39,15,No,$22.51 ,40,Salary,"$457,016.45 ",288,InformationTechnology,Female,Divorced,9,8,DirectDeposit,No
10003,19,36,Yes,$38.11 ,40,Salary,"$365,751.95 ",27,Manufacturing,Prefer Not to Answer,Married,9,18,Mail_Check,N/A
24321,61,18,No,$21.78 ,40,Salary,"$168,955.92 ",458,Marketing,Prefer Not to Answer,Single,6,14,Mail Check,No
22476,26,9,Yes,$53.84 ,40,Salary,"$166,883.82 ",117,Human_Resources,Prefer Not to Answer,Married,1,1,Mail_Check,Yes
12749,52,9,No,$34.31 ,40,Salary,"$167,051.33 ",181,Human_Resources,Prefer Not to Answer,Single,8,17,Mail Check,N/A
20756,39,46,Yes,$35.10 ,40,Salary,"$489,196.42 ",413,Information Technology,Prefer Not to Answer,Divorced,3,4,Mailed Check,N/A
13069,62,29,Yes,$64.14 ,40,Salary,"$389,332.16 ",387,Laboratory,Female,Divorced,4,10,Mail Check,N/A
28492,41,15,Yes,$18.87 ,40,Salary,"$162,829.35 ",431,InformationTechnology,Female,Married,9,1,MailedCheck,No
17776,64,27,Yes,$93.59 ,40,Salary,"$136,078.10 ",300,Marketing,Prefer Not to Answer,Divorced,1,19,Mail Check,Yes
12614,60,8,Yes,$46.29 ,40,Salary,"$195,256.92 ",426,Human Resources,Male,Divorced,4,19,Mail_Check,N/A
27390,31,36,Yes,$79.63 ,40,Salary,"$326,084.71 ",468,Healthcare,Male,Married,1,5,Direct_Deposit,Yes
16211,28,25,No,$75.61 ,40,Salary,"$140,180.48 ",316,Research,Male,Married,6,25,MailedCheck,Yes
26493,37,35,No,$33.56 ,40,Salary,"$494,282.46 ",193,Laboratory,Female,Divorced,8,6,MailedCheck,Yes
17536,59,27,Yes,$80.55 ,40,Salary,"$92,348.95 ",484,Laboratory,Male,Divorced,3,7,Mailed Check,N/A
26079,20,8,No,$58.52 ,40,Salary,"$426,585.80 ",326,Information_Technology,Prefer Not to Answer,Married,N/A,24,MailedCheck,N/A
29666,34,17,No,$50.06 ,40,Salary,"$145,593.89 ",356,Marketing,Prefer Not to Answer,Married,9,2,DirectDeposit,Yes
16135,44,4,Yes,$65.61 ,40,Salary,"$118,327.05 ",40,Research,Prefer Not to Answer,Divorced,5,4,Direct Deposit,No
13454,36,45,Yes,$53.86 ,40,Salary,"$415,217.95 ",484,Human Resources,Male,Divorced,3,11,MailedCheck,N/A
11107,53,13,Yes,$74.38 ,40,Salary,"$436,153.85 ",466,InformationTechnology,Prefer Not to Answer,Divorced,9,14,Direct_Deposit,No
16826,58,4,No,$56.62 ,40,Salary,"$108,325.05 ",304,InformationTechnology,Female,Married,5,25,Mailed Check,N/A
23486,64,2,Yes,$77.19 ,40,Salary,"$197,354.34 ",66,Marketing,Male,Divorced,6,20,Mailed Check,Yes
26488,62,34,No,$19.43 ,40,Salary,"$340,347.96 ",383,HumanResources,Prefer Not to Answer,Married,3,14,Mail Check,Yes
27674,45,36,Yes,$98.70 ,40,Salary,"$110,545.53 ",453,Research,Male,Married,9,19,Mail Check,N/A
12159,44,11,No,$18.08 ,40,Salary,"$193,860.48 ",9,HumanResources,Male,Divorced,9,12,Direct Deposit,N/A
28338,19,22,No,$17.56 ,40,Salary,"$490,565.41 ",265,Information_Technology,Male,Married,4,21,DirectDeposit,Yes
10265,30,38,Yes,$45.20 ,40,Salary,"$61,926.84 ",465,Human Resources,Female,Married,1,21,Mailed Check,N/A
28554,49,31,Yes,$39.05 ,40,Salary,"$206,742.25 ",458,Information Technology,Male,Single,3,2,Mail Check,N/A
19105,29,25,No,$44.89 ,40,Salary,"$407,383.59 ",154,InformationTechnology,Prefer Not to Answer,Single,8,10,Mail Check,No
24285,21,32,Yes,$39.79 ,40,Salary,"$278,332.74 ",379,Research,Male,Single,4,13,Direct Deposit,Yes
29090,53,47,No,$92.08 ,40,Salary,"$116,715.92 ",219,HumanResources,Prefer Not to Answer,Divorced,7,3,MailedCheck,Yes
25739,57,23,Yes,$77.35 ,40,Salary,"$320,849.63 ",383,Information Technology,Male,Married,3,13,Mail_Check,No
21861,43,46,No,$19.41 ,40,Salary,"$240,603.20 ",447,Sales,Female,Divorced,5,5,Mail_Check,No
10141,42,21,No,$83.12 ,40,Salary,"$384,583.09 ",486,Healthcare,Female,Single,8,10,Mail Check,Yes
19900,56,27,No,$65.96 ,40,Salary,"$421,964.76 ",80,Sales,Female,Divorced,5,10,Direct_Deposit,Yes
24147,23,28,No,$36.59 ,40,Salary,"$121,646.62 ",436,InformationTechnology,Prefer Not to Answer,Married,6,4,DirectDeposit,N/A
25620,53,35,Yes,$62.73 ,40,Salary,"$323,443.32 ",174,Human Resources,Female,Divorced,8,N/A,Direct_Deposit,Yes
22525,51,41,No,$52.17 ,40,Salary,"$465,112.77 ",384,InformationTechnology,Male,Single,9,6,Mail Check,No
10271,64,29,Yes,$76.50 ,40,Salary,"$218,421.69 ",450,HumanResources,Prefer Not to Answer,Married,4,13,Direct_Deposit,N/A
17429,61,16,Yes,$25.30 ,40,Salary,"$287,722.95 ",416,Information Technology,Prefer Not to Answer,Single,8,24,MailedCheck,No
20503,57,24,No,$41.43 ,40,Salary,"$399,852.24 ",65,Human Resources,Prefer Not to Answer,Single,3,3,Mailed Check,N/A
27213,24,3,No,$83.24 ,40,Salary,"$276,660.04 ",426,Human Resources,Female,Single,9,10,Direct_Deposit,Yes
15636,28,14,No,$58.59 ,40,Salary,"$287,985.74 ",11,InformationTechnology,Prefer Not to Answer,Single,N/A,5,MailedCheck,No
17059,32,44,No,$52.48 ,40,Salary,"$327,121.83 ",351,Healthcare,Female,Single,5,3,Direct_Deposit,Yes
24091,44,37,Yes,$45.86 ,40,Salary,"$171,785.47 ",289,Manufacturing,Female,Divorced,5,3,Direct_Deposit,Yes
29050,34,38,Yes,$82.17 ,40,Salary,"$213,612.34 ",43,Manufacturing,Male,Divorced,5,19,DirectDeposit,N/A
19198,34,9,No,$72.28 ,40,Salary,"$182,592.74 ",108,InformationTechnology,Prefer Not to Answer,Single,3,23,Direct Deposit,N/A
20752,22,26,No,$61.65 ,40,Salary,"$78,279.00 ",377,Marketing,Female,Single,4,23,Mail_Check,Yes
27598,48,11,Yes,$45.97 ,40,Salary,"$74,603.44 ",254,Information_Technology,Prefer Not to Answer,Married,8,22,Mail_Check,N/A
20529,43,17,Yes,$86.69 ,40,Salary,"$129,414.27 ",247,Marketing,Prefer Not to Answer,Married,8,24,DirectDeposit,Yes
11644,38,13,No,$17.85 ,40,Salary,"$289,279.86 ",459,Healthcare,Prefer Not to Answer,Divorced,6,21,Mailed Check,Yes
10454,31,35,Yes,$85.22 ,40,Salary,"$254,183.74 ",223,Human Resources,Male,Single,5,25,DirectDeposit,No
12898,47,23,No,$49.98 ,40,Salary,"$359,834.17 ",173,Sales,Male,Divorced,N/A,14,Direct Deposit,N/A
20129,41,16,No,$60.16 ,40,Salary,"$151,325.43 ",46,Research,Female,Married,N/A,N/A,Mailed Check,No
29113,37,23,Yes,$59.52 ,40,Salary,"$242,647.21 ",418,Information_Technology,Prefer Not to Answer,Married,7,15,Mail Check,Yes
13912,43,19,No,$50.67 ,40,Salary,"$348,184.30 ",119,Information_Technology,Female,Single,7,19,MailedCheck,No
25085,35,18,Yes,$90.20 ,40,Salary,"$259,313.04 ",406,Manufacturing,Prefer Not to Answer,Divorced,3,11,Mail_Check,N/A
21669,33,41,No,$19.05 ,40,Salary,"$306,710.95 ",248,Sales,Female,Married,9,6,MailedCheck,N/A
11664,63,24,No,$45.32 ,40,Salary,"$383,608.73 ",87,Laboratory,Prefer Not to Answer,Married,N/A,3,DirectDeposit,No
29437,28,5,No,$59.31 ,40,Salary,"$245,624.56 ",274,Research,Prefer Not to Answer,Divorced,1,13,Mail_Check,N/A
18799,59,35,Yes,$37.85 ,40,Salary,"$392,276.22 ",306,Laboratory,Prefer Not to Answer,Single,N/A,16,MailedCheck,N/A
18269,58,26,No,$53.64 ,40,Salary,"$212,774.42 ",395,Marketing,Prefer Not to Answer,Single,N/A,1,Direct Deposit,N/A
15448,31,1,No,$77.16 ,40,Salary,"$146,671.31 ",185,Information Technology,Female,Single,7,11,Direct_Deposit,Yes
11972,60,20,Yes,$18.44 ,40,Salary,"$80,209.99 ",493,Laboratory,Male,Divorced,9,14,Direct Deposit,Yes
12016,59,30,Yes,$58.20 ,40,Salary,"$223,749.69 ",337,Human_Resources,Male,Single,6,20,Mail_Check,Yes
13475,36,15,Yes,$40.83 ,40,Salary,"$459,458.61 ",42,HumanResources,Male,Divorced,8,1,Mail Check,Yes
27577,47,22,No,$56.75 ,40,Salary,"$405,905.43 ",60,Healthcare,Male,Single,1,10,Mail Check,No
13281,31,45,No,$78.71 ,40,Salary,"$467,041.03 ",16,Information_Technology,Male,Single,1,10,Mail Check,N/A
22611,45,15,No,$79.59 ,40,Salary,"$77,875.05 ",484,Manufacturing,Male,Married,7,13,Mail Check,No
14111,36,14,No,$91.47 ,40,Salary,"$173,304.98 ",378,InformationTechnology,Prefer Not to Answer,Divorced,N/A,25,MailedCheck,N/A
23028,39,45,Yes,$36.89 ,40,Salary,"$267,853.69 ",222,Sales,Female,Divorced,5,22,DirectDeposit,N/A
12312,35,15,Yes,$42.85 ,40,Salary,"$441,285.31 ",474,Laboratory,Female,Single,5,16,DirectDeposit,Yes
26241,44,4,Yes,$78.38 ,40,Salary,"$257,229.38 ",342,Laboratory,Female,Divorced,9,24,Mail Check,N/A
21074,59,34,Yes,$55.44 ,40,Salary,"$144,999.07 ",462,Research,Prefer Not to Answer,Married,1,11,DirectDeposit,Yes
15932,57,9,Yes,$97.66 ,40,Salary,"$320,576.82 ",226,Healthcare,Female,Single,4,18,DirectDeposit,N/A
18339,37,28,Yes,$34.46 ,40,Salary,"$65,211.46 ",79,InformationTechnology,Female,Divorced,2,10,Mailed Check,No
22054,58,43,Yes,$54.26 ,40,Salary,"$125,687.78 ",255,HumanResources,Female,Single,9,2,Direct_Deposit,Yes
16227,53,39,Yes,$96.88 ,40,Salary,"$192,398.00 ",267,Sales,Prefer Not to Answer,Divorced,3,12,Mail Check,No
17766,21,10,No,$18.02 ,40,Salary,"$315,351.44 ",32,Sales,Male,Married,1,9,Direct Deposit,No
25592,32,2,No,$49.90 ,40,Salary,"$117,078.76 ",314,Human Resources,Prefer Not to Answer,Single,9,2,MailedCheck,N/A
14560,26,42,Yes,$33.88 ,40,Salary,"$60,780.49 ",46,InformationTechnology,Prefer Not to Answer,Divorced,N/A,13,Direct Deposit,Yes
25389,61,9,Yes,$97.60 ,40,Salary,"$444,541.48 ",50,Human_Resources,Prefer Not to Answer,Divorced,9,4,Direct Deposit,No
17139,48,33,No,$95.81 ,40,Salary,"$444,396.81 ",492,InformationTechnology,Male,Married,N/A,18,DirectDeposit,N/A
19296,57,39,No,$67.48 ,40,Salary,"$81,295.20 ",130,HumanResources,Prefer Not to Answer,Married,6,3,DirectDeposit,No
28122,51,16,Yes,$97.04 ,40,Salary,"$71,833.02 ",112,Marketing,Prefer Not to Answer,Married,N/A,19,Mailed Check,Yes
21763,28,30,No,$36.51 ,40,Salary,"$328,011.35 ",248,Manufacturing,Prefer Not to Answer,Married,N/A,11,DirectDeposit,N/A
14918,20,4,Yes,$53.19 ,40,Salary,"$448,900.99 ",166,Information Technology,Prefer Not to Answer,Married,N/A,1,MailedCheck,Yes
14451,39,25,Yes,$87.37 ,40,Salary,"$183,247.65 ",68,Information Technology,Prefer Not to Answer,Married,7,5,Mail Check,N/A
10457,60,33,No,$58.53 ,40,Salary,"$452,494.21 ",315,Marketing,Prefer Not to Answer,Divorced,9,6,Mailed Check,N/A
29407,59,37,Yes,$31.53 ,40,Salary,"$473,188.99 ",58,Human Resources,Female,Married,N/A,14,Mail_Check,N/A
12248,34,18,No,$66.07 ,40,Salary,"$103,673.14 ",13,Information_Technology,Prefer Not to Answer,Single,1,24,Direct Deposit,Yes
20583,30,42,No,$38.01 ,40,Salary,"$406,265.87 ",135,Healthcare,Prefer Not to Answer,Single,8,13,DirectDeposit,N/A
15111,53,44,Yes,$57.90 ,40,Salary,"$309,978.94 ",75,Research,Male,Single,6,18,MailedCheck,Yes
10493,50,43,Yes,$28.60 ,40,Salary,"$379,850.48 ",461,Marketing,Male,Single,2,7,Mailed Check,No
10066,34,8,No,$62.67 ,40,Salary,"$202,711.33 ",2,Research,Female,Single,1,12,MailedCheck,N/A
21301,53,41,No,$23.10 ,40,Salary,"$62,158.78 ",276,Healthcare,Female,Single,4,5,Mailed Check,N/A
23065,52,6,No,$65.45 ,40,Salary,"$376,428.73 ",206,HumanResources,Prefer Not to Answer,Divorced,7,15,Mail Check,Yes
26171,48,28,No,$61.42 ,40,Salary,"$143,831.03 ",427,Manufacturing,Male,Married,4,22,Direct Deposit,N/A
25242,19,47,Yes,$69.66 ,40,Salary,"$380,011.84 ",288,Information_Technology,Prefer Not to Answer,Single,6,16,Mail_Check,No
12390,55,40,Yes,$20.15 ,40,Salary,"$423,405.27 ",282,InformationTechnology,Prefer Not to Answer,Married,4,6,Mail Check,N/A
28063,20,8,No,$72.94 ,40,Salary,"$103,004.24 ",264,Information_Technology,Female,Married,N/A,N/A,DirectDeposit,N/A
11286,38,15,Yes,$27.94 ,40,Salary,"$349,117.75 ",296,Sales,Prefer Not to Answer,Divorced,4,5,Direct_Deposit,No
26358,47,11,Yes,$23.65 ,40,Salary,"$260,077.49 ",170,HumanResources,Male,Married,7,6,MailedCheck,No
19738,36,1,No,$58.19 ,40,Salary,"$408,506.39 ",481,Research,Male,Single,2,23,Mailed Check,Yes
15368,61,25,Yes,$78.40 ,40,Salary,"$246,197.80 ",194,Human Resources,Male,Married,3,12,Mailed Check,No
21953,20,35,Yes,$24.08 ,40,Salary,"$301,650.14 ",367,Human Resources,Male,Married,3,13,Mail Check,No
16512,64,27,Yes,$45.72 ,40,Salary,"$253,139.15 ",88,Manufacturing,Male,Single,7,19,MailedCheck,Yes
17669,52,12,Yes,$97.99 ,40,Salary,"$77,955.85 ",242,Sales,Female,Single,4,1,Mail Check,Yes
17676,26,12,Yes,$49.57 ,40,Salary,"$314,411.60 ",85,InformationTechnology,Male,Single,7,12,Mailed Check,N/A
17839,22,32,No,$42.61 ,40,Salary,"$190,094.50 ",47,Human_Resources,Male,Married,6,5,Mail_Check,Yes
22904,35,18,No,$81.98 ,40,Salary,"$437,078.17 ",469,Human Resources,Male,Divorced,N/A,12,DirectDeposit,Yes
