,EmployeeNumber,Age,Turnover,HourlyRate,HoursWeekly,CompensationType,AnnualSalary_Calc,DrivingCommuterDistance,JobRoleArea,Gender,MaritalStatus,NumCompaniesPreviouslyWorked_capped,AnnualProfessionalDevHrs_capped,PaycheckMethod,TextMessageOptIn,Tenure_Calc_capped
5203,16257,38,Yes,37.66,40,Salary,78332.79999999999,181,HumanResources,Female,Single,2.0,6.0,Mailed Check,No,3
1883,16258,48,Yes,28.23,40,Salary,58718.4,288,Laboratory,Female,Single,7.0,14.0,Mailed Check,Yes,18
3875,16272,37,No,68.18,40,Salary,141814.40000000002,85,Marketing,Female,Married,1.0,24.0,Mailed Check,Yes,0
4091,16285,26,Yes,97.45,40,Salary,202696.0,424,Manufacturing,Prefer Not to Answer,Divorced,9.0,16.0,Mailed Check,No,6
112,16293,64,No,41.04,40,Salary,85363.2,266,HumanResources,Male,Divorced,7.0,3.0,Direct Deposit,Yes,37
12499,16299,24,Yes,78.26,40,Salary,162780.80000000002,91,Marketing,Female,Divorced,15.5,1.0,Direct Deposit,No,3
12668,16309,43,No,33.23,40,Salary,69118.4,40,Research,Male,Single,2.0,19.0,Mailed Check,No,8
4535,16310,52,No,85.35,40,Salary,177528.0,7,Laboratory,Female,Single,7.0,11.0,Mailed Check,No,33
2431,16318,28,Yes,85.13,40,Salary,177070.4,393,Manufacturing,Female,Married,9.0,1.0,Mailed Check,No,15
4900,16321,44,No,27.59,40,Salary,57387.2,145,Manufacturing,Prefer Not to Answer,Married,8.0,21.0,Direct Deposit,No,17
853,16322,42,Yes,38.98,40,Salary,81078.4,101,Information Technology,Prefer Not to Answer,Married,7.0,1.0,Mailed Check,Yes,8
386,16328,25,No,39.75,40,Salary,82680.0,400,InformationTechnology,Prefer Not to Answer,Married,7.0,8.0,Direct Deposit,No,12
465,16331,40,Yes,55.88,40,Salary,116230.40000000001,57,Laboratory,Female,Married,2.0,3.0,Mailed Check,Yes,8
1066,16332,30,No,22.57,40,Salary,46945.6,140,Information_Technology,Female,Married,3.0,4.0,Mailed Check,Yes,5
416,16333,60,Yes,31.37,40,Salary,65249.6,243,Laboratory,Prefer Not to Answer,Married,6.0,19.0,Mailed Check,Yes,13
5178,16334,40,Yes,78.77,40,Salary,163841.59999999998,354,Information Technology,Female,Married,3.0,19.0,Direct Deposit,Yes,0
5106,16337,41,No,52.67,40,Salary,109553.6,82,Healthcare,Prefer Not to Answer,Divorced,9.0,4.0,Mailed Check,Yes,13
463,16339,23,Yes,42.95,40,Salary,89336.0,374,Laboratory,Female,Divorced,5.0,24.0,Mailed Check,No,0
2306,16341,43,No,32.01,40,Salary,66580.79999999999,309,HumanResources,Prefer Not to Answer,Divorced,5.0,24.0,Mailed Check,No,7
613,16344,62,No,98.08,40,Salary,204006.4,39,HumanResources,Female,Married,7.0,12.0,Mailed Check,No,6
1396,16354,46,Yes,45.03,40,Salary,93662.40000000001,215,Information Technology,Male,Married,2.0,6.0,Direct Deposit,No,17
2588,16356,57,Yes,37.72,40,Salary,78457.59999999999,438,Human_Resources,Male,Married,2.0,1.0,Mailed Check,No,14
3575,16357,50,Yes,96.2,40,Salary,200096.0,459,InformationTechnology,Prefer Not to Answer,Married,4.0,3.0,Direct Deposit,No,4
4794,16358,53,Yes,42.74,40,Salary,88899.20000000001,432,Sales,Female,Married,2.0,5.0,Mailed Check,Yes,14
3189,16367,22,No,45.0,40,Salary,93600.0,19,Human_Resources,Prefer Not to Answer,Single,6.0,8.0,Direct Deposit,No,11
435,16369,36,Yes,62.14,40,Salary,129251.2,262,Information_Technology,Prefer Not to Answer,Divorced,15.5,22.0,Direct Deposit,No,2
4173,16373,26,No,67.42,40,Salary,140233.6,83,HumanResources,Prefer Not to Answer,Single,9.0,16.0,Direct Deposit,No,0
2586,16374,64,No,17.5,40,Salary,36400.0,285,Laboratory,Female,Divorced,1.0,6.0,Mailed Check,No,9
12356,16377,26,Yes,61.34,40,Salary,127587.20000000001,150,Information_Technology,Male,Married,3.0,16.0,Direct Deposit,No,0
4772,16381,63,No,42.51,40,Salary,88420.79999999999,393,Human_Resources,Female,Divorced,15.5,4.0,Mailed Check,No,37
2205,16386,34,No,18.61,40,Salary,38708.799999999996,287,Human Resources,Female,Single,7.0,8.0,Mailed Check,No,9
1562,16389,51,No,25.98,40,Salary,54038.4,380,Laboratory,Prefer Not to Answer,Married,9.0,25.0,Mailed Check,No,33
12534,16391,19,Yes,68.1,40,Salary,141648.0,351,Research,Male,Single,2.0,7.0,Mailed Check,No,0
129,16400,54,No,42.71,40,Salary,88836.8,127,Sales,Female,Married,6.0,21.0,Mailed Check,Yes,13
1667,16402,30,Yes,30.61,40,Salary,63668.8,406,Human Resources,Prefer Not to Answer,Single,7.0,6.0,Mailed Check,No,15
562,16404,46,No,81.4,40,Salary,169312.0,201,Marketing,Female,Single,2.0,2.0,Mailed Check,No,11
2294,16407,38,Yes,20.28,40,Salary,42182.4,268,Research,Male,Divorced,2.0,12.0,Mailed Check,No,0
5694,16408,38,Yes,91.22,40,Salary,189737.6,294,InformationTechnology,Female,Single,8.0,8.0,Direct Deposit,Yes,18
1135,16410,45,No,44.63,40,Salary,92830.40000000001,223,InformationTechnology,Female,Divorced,1.0,8.0,Mailed Check,No,9
1659,16411,25,No,95.68,40,Salary,199014.40000000002,133,Laboratory,Female,Single,8.0,19.0,Direct Deposit,No,0
1343,16413,19,No,25.28,40,Salary,52582.4,268,InformationTechnology,Male,Divorced,6.0,20.0,Direct Deposit,Yes,1
5351,16417,20,Yes,99.95,40,Salary,207896.0,201,Research,Male,Married,15.5,18.0,Mailed Check,No,0
12245,16418,29,No,75.55,40,Salary,157144.0,324,Sales,Female,Married,6.0,20.0,Mailed Check,No,2
3803,16422,41,No,48.67,40,Salary,101233.6,23,HumanResources,Female,Divorced,15.5,4.0,Direct Deposit,Yes,14
3646,16425,54,No,96.16,40,Salary,200012.8,269,Information Technology,Male,Divorced,3.0,24.0,Direct Deposit,Yes,33
5742,16427,44,Yes,50.66,40,Salary,105372.79999999999,348,Manufacturing,Male,Married,5.0,21.0,Direct Deposit,Yes,3
12087,16429,50,Yes,58.0,40,Salary,120640.0,296,Laboratory,Female,Single,6.0,22.0,Mailed Check,No,11
3175,16433,61,Yes,34.81,40,Salary,72404.8,143,InformationTechnology,Female,Divorced,6.0,21.0,Direct Deposit,No,3
3818,16434,28,No,21.54,40,Salary,44803.2,287,Human Resources,Prefer Not to Answer,Married,15.5,14.0,Direct Deposit,No,14
5003,16436,41,No,45.27,40,Salary,94161.6,387,HumanResources,Prefer Not to Answer,Divorced,7.0,10.0,Mailed Check,No,3
3002,16442,42,Yes,68.48,40,Salary,142438.40000000002,74,Healthcare,Female,Married,1.0,1.0,Direct Deposit,No,9
2225,16444,59,Yes,83.53,40,Salary,173742.4,217,Human Resources,Prefer Not to Answer,Single,15.5,25.0,Direct Deposit,No,30
12492,16445,28,No,58.21,40,Salary,121076.8,269,Sales,Female,Divorced,15.5,11.0,Mailed Check,No,0
2564,16451,23,Yes,61.47,40,Salary,127857.6,357,Human Resources,Prefer Not to Answer,Single,5.0,14.0,Mailed Check,No,7
5672,16459,20,Yes,26.24,40,Salary,54579.2,222,Sales,Prefer Not to Answer,Married,1.0,18.0,Mailed Check,No,0
4543,16461,31,No,18.98,40,Salary,39478.4,138,Sales,Male,Married,9.0,20.0,Mailed Check,No,6
4130,16462,22,No,30.65,40,Salary,63752.0,330,Marketing,Prefer Not to Answer,Divorced,8.0,19.0,Direct Deposit,Yes,0
5776,16467,47,Yes,23.15,40,Salary,48152.0,83,Information_Technology,Male,Single,8.0,39.5,Mailed Check,Yes,9
552,16468,38,Yes,93.87,40,Salary,195249.6,179,Human Resources,Female,Married,2.0,14.0,Direct Deposit,Yes,9
2324,16470,61,Yes,57.05,40,Salary,118664.0,462,Sales,Male,Single,15.5,9.0,Direct Deposit,No,17
117,16480,24,Yes,69.56,40,Salary,144684.80000000002,24,Sales,Female,Single,7.0,24.0,Direct Deposit,No,3
2822,16481,49,No,99.01,40,Salary,205940.80000000002,368,Sales,Prefer Not to Answer,Single,4.0,9.0,Mailed Check,No,6
3758,16483,44,No,56.89,40,Salary,118331.2,128,Sales,Prefer Not to Answer,Single,6.0,13.0,Mailed Check,No,9
1842,16485,29,Yes,24.2,40,Salary,50336.0,335,InformationTechnology,Female,Single,4.0,9.0,Direct Deposit,Yes,6
2269,16487,52,No,82.65,40,Salary,171912.0,319,Research,Prefer Not to Answer,Single,8.0,5.0,Direct Deposit,No,5
12164,16488,36,Yes,94.1,40,Salary,195728.0,230,Healthcare,Female,Divorced,15.5,13.0,Direct Deposit,Yes,0
4368,16490,40,No,80.75,40,Salary,167960.0,358,Human Resources,Female,Married,6.0,21.0,Mailed Check,Yes,0
4929,16491,20,Yes,71.2,40,Salary,148096.0,362,Marketing,Female,Single,7.0,4.0,Direct Deposit,No,0
13149,16494,47,No,58.66,40,Salary,122012.79999999999,361,Human_Resources,Male,Single,3.0,7.0,Mailed Check,Yes,3
1771,16495,59,No,58.64,40,Salary,121971.2,93,HumanResources,Female,Divorced,5.0,1.0,Mailed Check,No,31
938,16498,53,No,98.72,40,Salary,205337.6,4,Healthcare,Prefer Not to Answer,Married,2.0,24.0,Direct Deposit,No,1
1881,16500,60,Yes,56.39,40,Salary,117291.2,35,Sales,Male,Married,6.0,17.0,Mailed Check,No,37
5418,16502,59,Yes,45.96,40,Salary,95596.8,241,Human_Resources,Prefer Not to Answer,Married,8.0,16.0,Mailed Check,Yes,19
2753,16512,64,Yes,45.72,40,Salary,95097.59999999999,88,Manufacturing,Male,Single,7.0,19.0,Mailed Check,Yes,27
4745,16513,28,No,41.78,40,Salary,86902.40000000001,222,Information_Technology,Female,Married,1.0,4.0,Direct Deposit,No,2
1405,16516,18,No,77.04,40,Salary,160243.2,399,InformationTechnology,Male,Divorced,1.0,19.0,Mailed Check,No,0
13158,16520,18,Yes,98.22,40,Salary,204297.6,163,HumanResources,Male,Single,2.0,17.0,Mailed Check,No,0
12564,16524,21,Yes,86.63,40,Salary,180190.4,440,Information_Technology,Female,Single,2.0,10.0,Mailed Check,No,13
4038,16527,60,No,32.74,40,Salary,68099.20000000001,349,Healthcare,Male,Single,7.0,25.0,Direct Deposit,No,33
765,16528,24,No,70.42,40,Salary,146473.6,147,InformationTechnology,Male,Married,9.0,22.0,Mailed Check,Yes,3
1663,16530,24,No,69.71,40,Salary,144996.8,242,Human_Resources,Female,Divorced,8.0,9.0,Mailed Check,No,0
4209,16533,32,No,61.69,40,Salary,128315.2,21,InformationTechnology,Male,Married,7.0,17.0,Mailed Check,No,3
5863,16535,55,Yes,18.13,40,Salary,37710.399999999994,250,Marketing,Male,Married,15.5,39.5,Mailed Check,No,26
4777,16540,30,No,76.46,40,Salary,159036.8,133,Healthcare,Male,Divorced,1.0,22.0,Mailed Check,Yes,0
12523,16546,44,No,95.79,40,Salary,199243.2,42,Human_Resources,Prefer Not to Answer,Divorced,2.0,24.0,Direct Deposit,Yes,3
4619,16547,56,No,92.68,40,Salary,192774.40000000002,82,Human_Resources,Prefer Not to Answer,Single,6.0,7.0,Direct Deposit,No,26
4799,16548,26,Yes,73.57,40,Salary,153025.59999999998,420,Healthcare,Prefer Not to Answer,Single,1.0,19.0,Direct Deposit,No,6
1235,16552,37,Yes,23.54,40,Salary,48963.2,392,Marketing,Prefer Not to Answer,Single,6.0,18.0,Mailed Check,Yes,7
3528,16553,29,No,80.12,40,Salary,166649.6,390,InformationTechnology,Male,Single,7.0,12.0,Mailed Check,Yes,0
5361,16556,21,No,62.03,40,Salary,129022.4,192,Healthcare,Prefer Not to Answer,Married,2.0,39.5,Mailed Check,No,15
3063,16564,57,No,17.32,40,Salary,36025.6,393,HumanResources,Male,Married,8.0,14.0,Mailed Check,No,20
3600,16566,20,No,60.0,40,Salary,124800.0,86,Marketing,Male,Single,15.5,16.0,Mailed Check,No,8
1976,16574,39,No,86.51,40,Salary,179940.80000000002,218,Laboratory,Prefer Not to Answer,Divorced,15.5,23.0,Mailed Check,No,19
2353,16575,47,Yes,79.48,40,Salary,165318.40000000002,296,Laboratory,Female,Single,15.5,15.0,Direct Deposit,No,7
5931,16581,26,Yes,57.7,40,Salary,120016.0,368,Healthcare,Prefer Not to Answer,Single,4.0,18.0,Mailed Check,Yes,4
4125,16583,27,No,19.19,40,Salary,39915.200000000004,32,HumanResources,Prefer Not to Answer,Married,8.0,8.0,Mailed Check,No,0
3511,16585,35,Yes,58.54,40,Salary,121763.2,388,Information Technology,Male,Single,5.0,12.0,Direct Deposit,No,16
795,16586,49,No,82.22,40,Salary,171017.6,98,Human_Resources,Prefer Not to Answer,Divorced,5.0,24.0,Mailed Check,No,2
5806,16595,42,Yes,23.07,40,Salary,47985.6,440,Marketing,Prefer Not to Answer,Divorced,4.0,11.0,Direct Deposit,No,5
5505,16598,48,No,29.18,40,Salary,60694.4,194,Manufacturing,Female,Single,6.0,21.0,Mailed Check,No,6
13155,16599,54,Yes,99.68,40,Salary,207334.40000000002,12,Information_Technology,Female,Single,7.0,12.0,Direct Deposit,No,24
5079,16600,24,Yes,26.82,40,Salary,55785.6,205,Sales,Prefer Not to Answer,Single,3.0,14.0,Mailed Check,No,0
999,16601,63,Yes,33.03,40,Salary,68702.40000000001,195,Information Technology,Male,Single,9.0,3.0,Direct Deposit,No,37
12795,16602,45,Yes,45.33,40,Salary,94286.4,420,Laboratory,Female,Divorced,8.0,12.0,Mailed Check,No,9
1422,16607,45,No,69.04,40,Salary,143603.2,9,InformationTechnology,Prefer Not to Answer,Married,2.0,17.0,Mailed Check,No,18
3166,16613,55,No,40.23,40,Salary,83678.4,495,Laboratory,Prefer Not to Answer,Married,9.0,8.0,Mailed Check,Yes,26
4349,16615,22,No,71.76,40,Salary,149260.80000000002,395,Laboratory,Male,Married,15.5,15.0,Mailed Check,No,4
4996,16616,33,No,43.93,40,Salary,91374.40000000001,216,Research,Male,Single,4.0,39.5,Direct Deposit,Yes,7
5212,16624,30,No,32.55,40,Salary,67704.0,267,InformationTechnology,Male,Single,9.0,12.0,Mailed Check,No,0
12303,16625,25,Yes,83.77,40,Salary,174241.59999999998,387,Marketing,Male,Single,2.0,10.0,Mailed Check,No,15
5847,16627,64,Yes,53.03,40,Salary,110302.4,261,InformationTechnology,Female,Single,7.0,20.0,Mailed Check,No,37
3751,16631,23,Yes,52.38,40,Salary,108950.40000000001,434,Sales,Male,Single,5.0,19.0,Direct Deposit,No,0
12163,16633,63,No,85.32,40,Salary,177465.59999999998,38,Research,Prefer Not to Answer,Married,5.0,7.0,Mailed Check,Yes,24
1209,16634,59,Yes,88.48,40,Salary,184038.40000000002,18,Sales,Female,Divorced,3.0,23.0,Direct Deposit,No,29
3754,16635,45,No,99.35,40,Salary,206648.0,25,Manufacturing,Female,Married,7.0,25.0,Direct Deposit,No,7
4534,16638,42,No,78.89,40,Salary,164091.19999999998,98,Information_Technology,Prefer Not to Answer,Single,15.5,21.0,Direct Deposit,No,0
12172,16641,62,No,50.66,40,Salary,105372.79999999999,232,Information Technology,Male,Single,8.0,12.0,Mailed Check,No,36
1325,16642,40,Yes,94.87,40,Salary,197329.6,163,Information_Technology,Female,Divorced,5.0,24.0,Direct Deposit,No,0
3303,16643,58,No,46.48,40,Salary,96678.4,356,Manufacturing,Male,Single,8.0,16.0,Mailed Check,No,14
12477,16646,33,Yes,59.76,40,Salary,124300.8,35,Human Resources,Female,Divorced,4.0,5.0,Mailed Check,No,0
1275,16648,28,No,85.08,40,Salary,176966.4,444,Healthcare,Female,Married,1.0,5.0,Mailed Check,No,5
5108,16649,65,Yes,52.87,40,Salary,109969.59999999999,472,Marketing,Male,Divorced,15.5,25.0,Mailed Check,No,32
1965,16650,52,Yes,21.11,40,Salary,43908.799999999996,64,Laboratory,Prefer Not to Answer,Married,4.0,24.0,Mailed Check,Yes,13
2612,16657,39,No,54.7,40,Salary,113776.0,400,Research,Male,Single,9.0,24.0,Direct Deposit,No,0
492,16659,59,No,18.62,40,Salary,38729.600000000006,291,InformationTechnology,Prefer Not to Answer,Married,15.5,24.0,Mailed Check,No,31
12447,16665,37,No,69.43,40,Salary,144414.40000000002,490,Human_Resources,Female,Divorced,4.0,19.0,Direct Deposit,No,11
4785,16669,61,No,86.11,40,Salary,179108.80000000002,174,HumanResources,Female,Divorced,4.0,12.0,Direct Deposit,No,30
4738,16670,52,No,49.87,40,Salary,103729.59999999999,252,Healthcare,Female,Divorced,15.5,9.0,Direct Deposit,No,16
12576,16671,42,No,99.14,40,Salary,206211.19999999998,203,Healthcare,Prefer Not to Answer,Married,4.0,5.0,Mailed Check,Yes,6
3407,16672,28,Yes,84.33,40,Salary,175406.4,11,Information Technology,Male,Married,3.0,7.0,Mailed Check,No,2
4668,16674,36,Yes,85.73,40,Salary,178318.40000000002,251,Research,Female,Married,1.0,17.0,Mailed Check,Yes,13
4074,16676,49,No,94.85,40,Salary,197288.0,396,Research,Female,Married,3.0,24.0,Direct Deposit,Yes,30
5597,16677,43,No,37.26,40,Salary,77500.79999999999,124,Information_Technology,Prefer Not to Answer,Single,1.0,20.0,Mailed Check,No,10
5354,16678,43,No,39.2,40,Salary,81536.0,228,Information Technology,Prefer Not to Answer,Single,15.5,14.0,Direct Deposit,No,25
12443,16679,61,Yes,37.76,40,Salary,78540.79999999999,162,Information Technology,Female,Divorced,8.0,5.0,Mailed Check,No,22
12462,16682,35,Yes,96.1,40,Salary,199888.0,255,Healthcare,Male,Divorced,15.5,9.0,Mailed Check,Yes,2
918,16689,28,No,85.17,40,Salary,177153.6,89,InformationTechnology,Female,Divorced,8.0,10.0,Direct Deposit,No,0
2131,16691,32,Yes,87.39,40,Salary,181771.19999999998,257,Information Technology,Female,Married,4.0,39.5,Direct Deposit,No,6
12608,16692,55,Yes,93.5,40,Salary,194480.0,148,InformationTechnology,Female,Single,7.0,24.0,Mailed Check,Yes,26
5936,16694,33,No,96.08,40,Salary,199846.4,253,Information_Technology,Prefer Not to Answer,Single,3.0,4.0,Mailed Check,No,5
12306,16704,50,Yes,40.7,40,Salary,84656.0,123,InformationTechnology,Female,Married,3.0,2.0,Direct Deposit,Yes,22
5111,16707,52,Yes,53.96,40,Salary,112236.8,348,Laboratory,Female,Married,6.0,39.5,Direct Deposit,No,28
296,16714,35,Yes,81.88,40,Salary,170310.4,475,InformationTechnology,Male,Divorced,8.0,7.0,Mailed Check,No,17
3596,16720,60,Yes,51.28,40,Salary,106662.4,187,InformationTechnology,Prefer Not to Answer,Married,5.0,14.0,Mailed Check,Yes,37
4988,16721,47,Yes,28.53,40,Salary,59342.4,26,InformationTechnology,Prefer Not to Answer,Single,9.0,12.0,Direct Deposit,No,14
3235,16723,60,Yes,44.19,40,Salary,91915.2,163,Information Technology,Male,Single,3.0,18.0,Direct Deposit,Yes,30
12224,16724,37,Yes,97.28,40,Salary,202342.4,203,Human_Resources,Prefer Not to Answer,Divorced,8.0,19.0,Direct Deposit,No,0
869,16726,61,No,91.27,40,Salary,189841.59999999998,137,Human_Resources,Male,Divorced,15.5,21.0,Direct Deposit,Yes,5
12713,16729,63,No,45.14,40,Salary,93891.2,252,Human_Resources,Female,Married,4.0,20.0,Direct Deposit,No,27
1517,16730,42,No,96.89,40,Salary,201531.19999999998,128,Human_Resources,Male,Married,2.0,13.0,Mailed Check,No,9
2021,16733,42,No,68.93,40,Salary,143374.40000000002,207,Healthcare,Male,Divorced,9.0,1.0,Direct Deposit,No,17
2607,16734,59,No,17.88,40,Salary,37190.399999999994,153,Manufacturing,Female,Single,2.0,23.0,Mailed Check,No,24
5006,16736,35,No,41.62,40,Salary,86569.59999999999,274,Information Technology,Male,Divorced,1.0,18.0,Mailed Check,Yes,0
12192,16739,63,Yes,58.24,40,Salary,121139.2,210,Information Technology,Female,Single,3.0,15.0,Direct Deposit,No,35
1418,16746,64,No,68.17,40,Salary,141793.6,151,Research,Male,Married,3.0,19.0,Direct Deposit,No,26
3785,16747,23,No,47.98,40,Salary,99798.4,442,HumanResources,Prefer Not to Answer,Married,9.0,23.0,Mailed Check,No,0
5780,16748,55,Yes,23.28,40,Salary,48422.4,237,Information Technology,Prefer Not to Answer,Single,7.0,2.0,Mailed Check,Yes,8
5991,16752,50,Yes,51.07,40,Salary,106225.59999999999,475,HumanResources,Male,Divorced,15.5,8.0,Direct Deposit,No,17
12753,16757,25,Yes,42.45,40,Salary,88296.0,120,Laboratory,Prefer Not to Answer,Single,2.0,20.0,Mailed Check,No,0
5316,16760,42,No,96.41,40,Salary,200532.8,200,Information_Technology,Male,Single,5.0,6.0,Mailed Check,No,7
2899,16762,61,Yes,44.68,40,Salary,92934.40000000001,363,Research,Female,Divorced,4.0,3.0,Mailed Check,No,37
4385,16766,59,Yes,58.96,40,Salary,122636.8,100,Information_Technology,Prefer Not to Answer,Married,3.0,16.0,Direct Deposit,No,16
231,16767,30,No,18.87,40,Salary,39249.600000000006,421,Human Resources,Male,Divorced,7.0,22.0,Direct Deposit,Yes,0
2592,16778,49,Yes,65.47,40,Salary,136177.6,92,Laboratory,Female,Single,8.0,22.0,Mailed Check,No,10
4590,16782,39,Yes,46.21,40,Salary,96116.8,35,Manufacturing,Female,Divorced,9.0,20.0,Direct Deposit,No,8
1353,16784,40,Yes,93.65,40,Salary,194792.0,470,Sales,Male,Single,4.0,2.0,Mailed Check,No,1
2390,16785,44,No,59.76,40,Salary,124300.8,284,Marketing,Female,Married,1.0,13.0,Mailed Check,Yes,9
1190,16787,64,No,30.39,40,Salary,63211.2,448,Marketing,Prefer Not to Answer,Single,2.0,16.0,Mailed Check,No,35
5977,16790,19,Yes,86.7,40,Salary,180336.0,367,Information_Technology,Prefer Not to Answer,Single,5.0,9.0,Direct Deposit,No,2
5901,16791,57,No,54.85,40,Salary,114088.0,498,Sales,Male,Married,15.5,21.0,Direct Deposit,No,37
4798,16794,45,No,96.34,40,Salary,200387.2,75,Research,Female,Single,4.0,14.0,Mailed Check,No,2
325,16800,64,No,37.34,40,Salary,77667.20000000001,165,Information Technology,Prefer Not to Answer,Married,1.0,9.0,Direct Deposit,Yes,10
111,16809,33,No,31.83,40,Salary,66206.4,100,Laboratory,Female,Single,1.0,4.0,Mailed Check,No,0
4628,16818,18,No,28.72,40,Salary,59737.6,298,Information Technology,Female,Divorced,9.0,21.0,Mailed Check,No,8
4756,16822,55,No,92.15,40,Salary,191672.0,289,Healthcare,Male,Married,9.0,20.0,Direct Deposit,No,27
217,16823,54,Yes,89.64,40,Salary,186451.19999999998,329,Sales,Female,Divorced,6.0,21.0,Mailed Check,Yes,22
2812,16824,19,Yes,40.84,40,Salary,84947.20000000001,367,InformationTechnology,Prefer Not to Answer,Divorced,6.0,20.0,Mailed Check,No,0
2667,16826,58,No,56.62,40,Salary,117769.59999999999,304,InformationTechnology,Female,Married,5.0,25.0,Mailed Check,No,4
5603,16831,21,No,71.16,40,Salary,148012.8,67,Manufacturing,Prefer Not to Answer,Divorced,2.0,1.0,Direct Deposit,No,0
1507,16832,32,Yes,20.93,40,Salary,43534.4,460,Human_Resources,Female,Divorced,9.0,11.0,Mailed Check,No,7
4807,16833,25,Yes,29.12,40,Salary,60569.6,245,InformationTechnology,Male,Single,9.0,25.0,Mailed Check,Yes,4
1428,16835,23,Yes,54.78,40,Salary,113942.4,270,Human_Resources,Female,Single,15.5,15.0,Direct Deposit,No,0
2498,16841,34,No,77.95,40,Salary,162136.0,233,Human_Resources,Prefer Not to Answer,Single,8.0,19.0,Direct Deposit,No,5
4309,16842,63,Yes,82.13,40,Salary,170830.4,105,HumanResources,Female,Divorced,4.0,23.0,Mailed Check,No,21
975,16846,33,Yes,98.65,40,Salary,205192.0,170,InformationTechnology,Male,Divorced,7.0,22.0,Direct Deposit,Yes,12
3623,16847,53,Yes,38.13,40,Salary,79310.40000000001,230,Human Resources,Prefer Not to Answer,Married,1.0,16.0,Mailed Check,No,9
5184,16851,55,Yes,24.03,40,Salary,49982.4,48,Manufacturing,Male,Divorced,5.0,8.0,Direct Deposit,No,8
5452,16856,52,Yes,67.01,40,Salary,139380.80000000002,269,Sales,Female,Married,4.0,22.0,Direct Deposit,No,29
1564,16858,52,Yes,68.73,40,Salary,142958.40000000002,430,Human Resources,Male,Married,3.0,12.0,Mailed Check,Yes,33
