,SquareFootage_capped,BackyardSpace_capped,CrimeRate_capped,AgeOfHome_capped,DistanceToCityCenter_capped,EmploymentRate_capped,PropertyTaxRate_capped,SchoolRating_Encoded,Fireplace_Encoded,Garage_Encoded
314,2482.0,1127.0,55.9,10.0,15.0,93.6,1.24,2.0,0,1
6872,1667.0,200.0,21.0,29.0,8.2,92.5,1.71,2.0,0,0
7889,1729.0,922.0,24.1,23.0,10.3,89.3,1.56,2.0,1,0
8936,1948.0,740.0,5.3,20.0,3.8,92.4,1.36,2.0,1,0
3350,1213.0,1241.0,43.8,7.0,1.4,92.5,0.94,2.0,1,1
108,2138.0,1278.0,14.5,17.0,4.3,89.7,1.14,2.0,0,1
1754,2983.0,1083.0,73.6625,33.0,3.4,98.6,1.0,2.0,0,1
6876,1073.0,200.0,49.4,9.0,3.0,98.8,1.05,2.0,0,0
1351,819.0,968.0,43.9,4.0,0.8,95.5,2.17,2.0,0,1
3129,1485.0,1049.0,35.6,35.0,23.55,97.0,1.45,2.0,1,1
7205,1766.0,200.0,25.7,24.0,5.3,92.6,1.24,2.0,0,0
6203,1656.0,494.0,18.7,0.0,0.7,84.1,1.84,2.0,0,0
5427,1216.0,593.0,40.9,8.0,11.5,94.6,1.04,2.0,0,1
480,1362.0,308.0,63.5,62.0,1.2,91.2,0.96,2.0,0,1
6564,1234.0,200.0,17.4,25.0,23.55,92.6,1.89,2.0,0,0
1973,1334.0,700.0,33.8,45.0,6.7,90.3,1.24,2.0,0,1
336,2066.0,860.0,30.5,3.0,21.6,93.2,0.6,2.0,0,1
2764,2036.0,253.0,31.5,13.0,1.2,89.3,0.78,2.0,0,1
6160,2057.0,998.0,16.6,19.0,13.1,89.9,1.11,2.0,0,0
6902,2310.0,1156.0,48.9,11.0,4.6,91.0,1.29,2.0,0,0
4518,2522.0,1211.0,53.4,42.0,3.3,89.4,1.39,2.0,0,1
2985,1465.0,874.0,13.0,3.0,7.5,93.2,0.8,2.0,1,1
4550,2040.0,1398.0,41.3,1.0,2.5,96.8,1.39,2.0,0,1
5574,1113.0,755.0,0.9,24.0,3.3,99.0,1.71,2.0,0,1
524,1445.0,364.0,36.1,74.5,10.0,95.9,2.18,2.0,0,1
6931,1818.0,596.0,52.6,2.0,12.0,92.2,1.98,2.0,0,0
3477,1985.0,1502.0,24.8,8.0,3.7,93.5,1.02,2.0,1,1
5720,1175.0,747.0,27.0,2.0,5.5,89.8,2.06,2.0,0,1
3558,3160.0,776.0,35.8,25.0,1.6,95.1,1.58,2.0,1,1
8881,1533.0,200.0,11.8,34.0,15.9,99.0,1.28,2.0,1,0
2809,2143.0,200.0,18.0,60.0,0.6,89.3,1.25,2.0,1,1
724,1518.0,200.0,29.5,4.0,1.4,91.5,1.59,1.0,0,1
765,1349.0,478.0,32.1,8.0,19.7,95.6,1.41,2.0,0,1
5306,1237.0,200.0,15.0,9.0,3.3,94.3,0.95,2.0,0,1
5883,1606.0,200.0,15.7,7.0,5.7,88.6,1.49,2.0,0,1
5499,2456.0,1190.0,19.9,1.0,18.2,92.7,1.31,2.0,0,1
6718,1116.0,631.0,50.7,4.0,10.9,88.9,1.29,1.0,0,0
307,1415.0,200.0,14.5,8.0,1.3,87.7,1.25,1.0,0,1
3773,2707.0,831.0,22.9,63.0,5.1,94.6,2.01,2.0,1,1
3908,2064.0,413.0,22.9,46.0,20.7,96.3,1.18,2.0,1,1
1278,2792.0,1153.0,54.3,8.0,2.7,92.3,1.88,2.0,0,1
348,2188.0,1050.0,24.1,74.5,16.6,91.9,0.97,2.0,0,1
8991,3035.0,691.0,39.9,5.0,5.3,91.9,1.78,2.0,1,0
7621,3566.625,642.0,27.7,21.0,16.0,89.2,1.58,2.0,1,0
5957,2107.0,663.0,24.3,61.0,2.2,88.8,1.58,2.0,0,1
6805,3339.0,1634.0,17.6,11.0,2.0,87.4,1.58,2.0,0,0
8547,1380.0,200.0,23.4,25.0,5.0,90.9,1.69,2.0,1,0
1791,2904.0,814.0,3.6,37.0,1.4,90.1,0.94,2.0,0,1
8994,2004.0,1408.0,55.9,22.0,0.5,87.2,1.26,2.0,1,0
7890,1974.0,765.0,15.6,8.0,13.7,97.3,1.05,2.0,1,0
3682,1383.0,912.0,11.7,45.0,20.1,96.0,1.52,2.0,1,1
7032,1114.0,200.0,34.4,18.0,23.55,89.6,1.82,2.0,0,0
8607,1506.0,451.0,35.0,17.0,3.2,90.1,1.26,1.0,1,0
2053,3073.0,221.0,25.9,3.0,1.7,88.5,1.33,1.0,0,1
2232,1427.0,1128.0,16.7,13.0,13.5,93.6,1.6,2.0,0,1
4335,2890.0,906.0,43.5,54.0,7.6,89.4,1.01,2.0,1,1
71,3187.0,1029.0,14.1,21.0,12.5,94.7,1.6,2.0,0,1
4439,1005.0,274.0,14.6,22.0,2.8,90.4,1.64,2.0,1,1
2759,1927.0,847.0,6.2,13.0,14.0,90.9,1.19,2.0,0,1
4994,1838.0,837.0,25.7,32.0,10.8,97.0,1.01,2.0,0,1
8125,1660.0,710.0,29.8,2.0,0.8,96.3,0.67,2.0,1,0
5027,1013.0,673.0,21.4,29.0,4.1,94.7,1.56,2.0,0,1
5651,2078.0,1464.0,9.7,9.0,18.6,94.4,1.2,2.0,0,1
8868,2719.0,1001.0,55.0,11.0,1.2,93.9,1.79,2.0,1,0
6543,2420.0,1032.0,40.9,19.0,18.7,96.6,1.78,2.0,0,0
2805,1693.0,567.0,12.2,11.0,3.3,91.6,0.98,2.0,1,1
1260,2590.0,1029.0,30.0,10.0,9.8,93.2,1.04,2.0,0,1
1666,2060.0,1139.0,35.0,12.0,3.7,93.1,1.36,2.0,0,1
5012,1507.0,605.0,11.0,10.0,3.3,99.0,1.69,2.0,0,1
7131,2205.0,695.0,14.4,24.0,21.8,98.2,1.26,2.0,0,0
4983,2508.0,672.0,24.8,13.0,3.7,94.4,1.2,2.0,0,1
5206,1941.0,582.0,30.2,74.5,5.5,95.6,0.98,2.0,0,1
4322,2416.0,874.0,34.2,18.0,3.9,90.5,1.29,2.0,1,1
2167,1274.0,551.0,31.7,49.0,3.3,91.6,1.6,2.0,0,1
1445,1914.0,402.0,20.0,2.0,1.0,91.4,1.83,1.0,0,1
4205,1847.0,966.0,28.0,11.0,1.4,92.6,1.29,2.0,1,1
2533,2231.0,200.0,16.6,4.0,2.3,92.5,1.14,2.0,0,1
4527,1207.0,262.0,20.3,34.0,9.8,84.4,1.19,2.0,0,1
1695,2400.0,411.0,41.7,7.0,14.2,94.5,0.71,2.0,0,1
2892,2028.0,558.0,29.0,20.0,4.3,93.0,1.16,2.0,1,1
5826,3566.625,1801.5,6.3,29.0,0.5,92.0,0.87,2.0,0,1
1095,1770.0,614.0,18.9,15.0,1.1,93.0,0.75,2.0,0,1
7798,1494.0,200.0,12.7,19.0,13.9,91.2,1.64,2.0,1,0
7170,1849.0,625.0,3.8,28.0,0.5,87.2,0.84,2.0,0,0
3203,1581.0,1349.0,11.1,72.0,8.6,94.5,2.03,2.0,1,1
4787,1344.0,886.0,16.4,6.0,1.9,97.8,1.54,2.0,0,1
1630,1582.0,430.0,16.9,8.0,8.7,98.3,1.13,2.0,0,1
6001,1936.0,980.0,11.9,25.0,0.5,94.0,1.15,2.0,0,0
1881,3298.0,1097.0,45.2,6.0,6.0,85.2,1.65,2.0,0,1
5268,1453.0,481.0,42.8,34.0,1.4,96.8,1.68,2.0,0,1
6580,1685.0,620.0,21.1,20.0,2.1,93.2,1.65,2.0,0,0
1612,1062.0,669.0,29.9,16.0,1.9,92.4,2.25,2.0,0,1
978,2722.0,1113.0,13.6,11.0,4.8,94.0,1.56,2.0,0,1
1413,1423.0,564.0,54.9,5.0,5.5,97.9,1.28,2.0,0,1
6972,1883.0,340.0,46.5,59.0,0.8,95.6,1.15,2.0,0,0
6100,1457.0,697.0,47.9,41.0,14.6,93.9,1.04,2.0,0,0
848,1586.0,420.0,41.6,7.0,3.1,91.0,1.4,2.0,0,1
7322,1053.0,200.0,9.0,19.0,4.6,90.9,1.45,2.0,1,0
4985,1111.0,494.0,23.0,0.0,0.5,95.0,0.82,2.0,0,1
7414,1434.0,288.0,3.5,2.0,23.55,90.5,1.52,2.0,1,0
2877,1719.0,536.0,42.2,5.0,5.3,89.0,1.16,2.0,1,1
2271,1459.0,614.0,28.4,53.0,1.5,88.3,1.03,2.0,0,1
2392,2346.0,200.0,8.7,52.0,6.7,89.5,1.28,2.0,0,1
7727,1054.0,311.0,63.5,10.0,2.9,94.5,1.09,2.0,1,0
3779,1800.0,538.0,52.7,74.5,23.55,95.1,1.64,1.0,1,1
1830,1749.0,1144.0,7.3,49.0,1.9,99.0,1.22,1.0,0,1
6804,1432.0,200.0,13.8,3.0,6.8,87.4,1.07,2.0,0,0
7232,2962.0,1553.0,25.8,10.0,2.1,93.4,1.48,2.0,1,0
4450,1619.0,200.0,12.4,18.0,23.55,87.0,1.17,2.0,1,1
47,1318.0,200.0,50.7,36.0,17.0,90.8,1.3,2.0,0,1
5143,1229.0,609.0,27.1,20.0,8.5,91.2,1.51,2.0,0,1
6306,2280.0,1055.0,12.7,7.0,1.4,94.5,1.5,2.0,0,0
1350,3566.625,1347.0,18.8,6.0,8.2,96.9,1.38,2.0,0,1
8665,2733.0,966.0,49.5,13.0,5.9,97.1,1.12,2.0,1,0
1234,1713.0,606.0,20.2,3.0,6.7,89.8,1.07,2.0,0,1
8074,1386.0,662.0,16.9,2.0,2.8,90.8,1.77,2.0,1,0
8534,911.0,353.0,41.1,30.0,2.7,90.7,1.23,2.0,1,0
3915,1837.0,372.0,31.7,14.0,1.5,99.0,0.82,2.0,1,1
446,1191.0,200.0,5.4,18.0,4.0,88.9,1.68,1.0,0,1
2248,1215.0,200.0,33.8,14.0,2.8,93.5,1.58,2.0,0,1
1743,909.0,714.0,18.2,1.0,11.9,90.2,1.37,2.0,0,1
844,1202.0,200.0,37.2,35.0,7.7,95.9,1.56,2.0,0,1
8929,1833.0,200.0,21.4,8.0,5.7,99.0,1.64,2.0,1,0
7751,779.0,643.0,49.2,30.0,18.8,98.4,0.76,2.0,1,0
7065,1664.0,507.0,43.8,2.0,11.5,96.2,0.89,2.0,0,0
3289,922.0,200.0,30.1,3.0,2.7,92.6,0.56,1.0,1,1
2707,1027.0,920.0,43.6,24.0,23.55,95.7,1.92,2.0,0,1
39,1273.0,645.0,51.3,17.0,3.8,97.5,1.28,2.0,0,1
2440,1766.0,608.0,41.1,6.0,4.6,92.2,1.13,2.0,0,1
3103,2168.0,997.0,3.6,23.0,8.0,92.6,1.88,2.0,1,1
7263,1438.0,673.0,51.8,24.0,5.5,90.4,1.73,2.0,1,0
6627,1460.0,490.0,15.2,74.5,1.3,96.0,1.55,2.0,0,0
678,1837.0,1097.0,69.6,0.0,1.1,99.0,2.0,2.0,0,1
4554,1875.0,984.0,15.9,21.0,2.7,89.8,0.76,2.0,0,1
8643,1651.0,683.0,40.5,74.5,19.3,92.9,1.66,2.0,1,0
5504,3566.625,1801.5,20.2,7.0,5.2,96.0,1.65,2.0,0,1
1294,2396.0,534.0,6.3,10.0,11.0,99.0,1.56,2.0,0,1
6955,1517.0,200.0,34.1,17.0,9.3,94.5,1.0,2.0,0,0
6337,2525.0,1150.0,24.2,48.0,2.4,94.4,1.43,2.0,0,0
3984,1780.0,396.0,32.2,7.0,3.9,99.0,1.94,2.0,1,1
8500,1284.0,1053.0,43.0,74.5,3.1,89.0,1.11,2.0,1,0
971,1918.0,330.0,18.0,17.0,23.55,86.3,1.62,2.0,0,1
3442,3169.0,943.0,4.1,74.5,5.9,92.1,1.39,2.0,1,1
7013,1881.0,370.0,42.4,16.0,3.5,90.0,1.83,2.0,0,0
7827,1440.0,820.0,15.8,13.0,9.1,98.1,1.65,2.0,1,0
1112,2155.0,885.0,34.9,17.0,16.8,84.1,1.27,2.0,0,1
3980,1074.0,200.0,7.9,57.0,1.9,96.7,1.73,2.0,1,1
4921,1923.0,200.0,56.4,7.0,10.1,86.6,0.97,2.0,0,1
776,1047.0,354.0,73.6625,3.0,1.1,91.3,1.19,2.0,0,1
8742,1200.0,840.0,36.5,57.0,11.5,92.3,1.56,1.0,1,0
2231,1708.0,1158.0,15.4,16.0,4.0,96.1,1.34,2.0,0,1
2228,1756.0,410.0,24.1,21.0,3.8,88.8,1.51,2.0,0,1
2153,1956.0,1065.0,39.7,53.0,14.8,93.1,1.46,2.0,0,1
8870,2504.0,479.0,23.8,24.0,10.9,94.2,1.27,2.0,1,0
4821,2282.0,1621.0,34.7,5.0,2.3,96.5,1.42,2.0,0,1
7610,1442.0,200.0,18.8,5.0,19.0,93.7,1.59,2.0,1,0
4315,2678.0,856.0,26.9,19.0,5.5,90.9,1.66,2.0,1,1
8538,2933.0,1147.0,5.3,1.0,6.2,95.9,1.84,2.0,1,0
7351,1555.0,884.0,8.3,4.0,5.2,89.3,1.1,2.0,1,0
5662,888.0,200.0,15.9,23.0,13.7,97.1,1.29,2.0,0,1
6978,2089.0,555.0,25.4,7.0,7.7,96.6,1.15,2.0,0,0
3183,1219.0,991.0,27.6,29.0,3.9,97.3,2.3449999999999998,2.0,1,1
6087,1198.0,551.0,17.9,7.0,16.0,86.6,1.42,2.0,0,0
3199,1183.0,431.0,39.7,52.0,16.7,93.6,0.69,2.0,1,1
5659,1902.0,494.0,56.3,35.0,2.5,93.8,2.15,2.0,0,1
1289,1789.0,1107.0,15.4,13.0,1.6,95.2,1.11,2.0,0,1
4989,1711.0,750.0,43.8,35.0,0.5,96.0,1.09,1.0,0,1
7877,1231.0,676.0,73.6625,23.0,2.4,98.6,1.02,2.0,1,0
6883,1846.0,953.0,20.4,7.0,10.7,88.1,1.11,2.0,0,0
5456,1194.0,200.0,19.5,22.0,6.7,93.6,1.79,2.0,0,1
6613,1675.0,697.0,31.0,25.0,1.8,87.1,1.99,2.0,0,0
3966,1898.0,466.0,21.1,8.0,11.9,90.0,1.32,2.0,1,1
1879,1583.0,200.0,23.5,16.0,0.9,89.1,1.55,2.0,0,1
7103,1287.0,429.0,40.9,11.0,13.1,93.6,1.4,2.0,0,0
5500,1374.0,944.0,31.1,25.0,4.5,92.2,0.51,2.0,0,1
7590,3566.625,1729.0,47.7,31.0,1.7,92.6,1.44,2.0,1,0
5925,3340.0,1213.0,58.9,8.0,12.8,91.9,1.81,2.0,0,1
6780,2000.0,1019.0,28.2,19.0,12.5,89.6,1.17,2.0,0,0
8761,1253.0,261.0,29.4,55.0,23.55,96.8,1.64,2.0,1,0
1036,3239.0,956.0,12.7,74.5,0.5,96.4,0.61,2.0,0,1
636,2391.0,727.0,28.7,25.0,7.7,94.3,0.8,2.0,0,1
4441,1887.0,575.0,31.6,12.0,16.5,89.5,1.88,2.0,1,1
4295,1756.0,764.0,45.3,30.0,2.7,97.9,1.54,2.0,1,1
1083,1460.0,403.0,18.6,1.0,11.2,93.1,1.54,2.0,0,1
861,1699.0,793.0,24.8,7.0,8.5,86.6,1.22,2.0,0,1
903,2146.0,752.0,20.4,0.0,4.4,88.2,1.73,2.0,0,1
191,3327.0,1512.0,27.3,15.0,5.5,93.2,1.43,2.0,0,1
109,3417.0,1185.0,7.0,74.5,2.4,87.9,1.44,2.0,0,1
1942,1396.0,643.0,62.3,15.0,14.4,96.7,0.77,2.0,0,1
4253,1477.0,534.0,38.1,7.0,23.55,89.7,1.89,2.0,1,1
8401,1987.0,385.0,40.6,11.0,2.4,86.2,1.12,2.0,1,0
6975,771.0,200.0,30.4,2.0,6.7,99.0,1.61,2.0,0,0
7042,1910.0,936.0,25.8,18.0,12.1,90.8,1.41,2.0,0,0
6756,2142.0,1018.0,56.7,2.0,0.5,93.3,1.2,2.0,0,0
2775,2065.0,683.0,58.6,74.5,2.5,92.0,1.62,2.0,1,1
2323,3566.625,1801.5,19.3,25.0,12.5,98.5,1.64,2.0,0,1
8516,1445.0,200.0,9.7,54.0,22.4,87.4,1.21,2.0,1,0
2617,2114.0,200.0,61.7,15.0,3.4,86.9,1.47,2.0,0,1
6758,3067.0,394.0,35.2,5.0,8.6,87.7,1.69,2.0,0,0
1094,2147.0,541.0,62.3,5.0,4.0,98.1,1.46,2.0,0,1
8765,3316.0,800.0,7.7,13.0,23.2,88.2,1.7,2.0,1,0
4503,920.0,969.0,18.0,5.0,4.5,97.4,1.6,2.0,0,1
3135,1966.0,438.0,35.5,7.0,15.8,92.3,1.41,2.0,1,1
4581,1239.0,200.0,40.0,21.0,8.8,94.3,1.07,1.0,0,1
3805,1332.0,376.0,73.6625,1.0,9.3,89.9,1.47,2.0,1,1
7500,2417.0,200.0,18.0,12.0,2.3,99.0,1.52,2.0,1,0
2654,3220.0,1151.0,26.1,9.0,2.4,96.3,1.47,2.0,0,1
4273,2695.0,1191.0,9.9,71.0,21.2,91.9,1.21,2.0,1,1
4984,1281.0,200.0,28.7,7.0,6.6,96.1,1.4,2.0,0,1
6382,2775.0,982.0,35.0,3.0,3.5,98.7,1.52,2.0,0,0
5431,2022.0,661.0,63.0,12.0,2.0,90.8,1.51,2.0,0,1
6133,2805.0,1288.0,23.8,35.0,0.5,96.2,1.71,2.0,0,0
4575,1919.0,1099.0,12.5,54.0,0.6,92.6,1.6,2.0,0,1
8716,2312.0,794.0,42.2,12.0,3.9,91.3,1.25,2.0,1,0
2202,1103.0,349.0,48.3,26.0,13.5,93.4,1.36,2.0,0,1
4922,2282.0,1184.0,27.9,9.0,1.0,92.4,1.25,2.0,0,1
7551,999.0,200.0,22.0,8.0,3.4,97.2,1.25,2.0,1,0
4299,1508.0,1397.0,15.8,4.0,7.2,97.9,1.56,1.0,1,1
975,1271.0,945.0,36.1,23.0,4.7,94.9,1.24,2.0,0,1
4689,3097.0,1443.0,64.6,55.0,11.4,87.7,1.34,2.0,0,1
941,2733.0,828.0,3.5,9.0,7.8,86.0,1.6,2.0,0,1
2387,1242.0,694.0,24.3,5.0,2.1,90.9,1.78,2.0,0,1
3221,1772.0,688.0,8.3,7.0,20.0,96.4,1.28,2.0,1,1
3882,818.0,614.0,15.0,32.0,0.7,98.8,1.67,2.0,1,1
8490,2156.0,779.0,11.5,6.0,8.0,94.7,1.78,2.0,1,0
5338,1284.0,200.0,44.5,50.0,4.1,92.8,1.3,2.0,0,1
4762,1226.0,200.0,30.9,28.0,3.8,95.4,1.32,2.0,0,1
2789,2238.0,762.0,26.3,4.0,6.2,91.6,0.88,2.0,1,1
944,1760.0,200.0,7.8,63.0,11.8,94.8,1.1,2.0,0,1
7786,1436.0,946.0,22.4,24.0,1.2,90.5,0.95,2.0,1,0
8117,867.0,882.0,32.4,14.0,3.4,95.9,1.88,2.0,1,0
7422,1583.0,597.0,34.3,15.0,1.5,94.5,1.15,2.0,1,0
4108,2720.0,1200.0,43.8,37.0,23.55,98.2,1.76,1.0,1,1
7134,2682.0,526.0,43.6,50.0,4.4,93.4,1.51,2.0,0,0
3255,2055.0,752.0,37.8,16.0,11.8,93.2,1.32,2.0,1,1
2690,3548.0,865.0,27.9,15.0,12.5,94.3,1.58,2.0,0,1
6620,2706.0,881.0,53.3,3.0,3.3,96.7,2.08,2.0,0,0
1319,2082.0,647.0,11.6,14.0,4.5,88.3,1.16,2.0,0,1
8891,2257.0,1036.0,27.8,4.0,17.6,92.7,1.02,2.0,1,0
4687,1778.0,1380.0,41.3,2.0,3.8,90.7,1.34,2.0,0,1
5470,2587.0,849.0,44.6,32.0,7.0,94.8,1.5,2.0,0,1
5608,1461.0,526.0,25.9,1.0,11.0,99.0,1.79,2.0,0,1
3475,2379.0,866.0,14.0,15.0,2.5,92.6,0.78,2.0,1,1
3505,2246.0,1270.0,9.7,17.0,13.3,94.5,1.74,2.0,1,1
2477,2500.0,1202.0,3.1,34.0,17.8,91.3,1.5,2.0,0,1
8288,1798.0,855.0,50.3,26.0,6.5,94.3,0.92,2.0,1,0
5906,1584.0,968.0,36.2,43.0,8.9,88.9,1.17,2.0,0,1
8343,2698.0,1145.0,24.7,1.0,3.4,92.5,1.51,2.0,1,0
8874,2078.0,662.0,17.4,8.0,7.4,90.1,2.05,2.0,1,0
1874,1647.0,957.0,45.2,74.5,5.9,90.3,0.85,2.0,0,1
7605,2778.0,410.0,17.0,4.0,23.55,93.0,1.29,2.0,1,0
4239,1851.0,200.0,16.6,24.0,9.0,95.6,1.35,2.0,1,1
2904,1164.0,626.0,33.8,53.0,2.0,92.9,1.49,2.0,1,1
570,2119.0,702.0,40.4,74.5,19.0,91.9,1.37,1.0,0,1
1448,1733.0,764.0,44.3,33.0,5.1,92.9,1.15,2.0,0,1
4801,1886.0,781.0,14.6,74.5,15.9,90.6,1.67,2.0,0,1
7829,2415.0,905.0,43.0,8.0,1.8,98.8,1.97,2.0,1,0
5118,2019.0,748.0,43.2,8.0,14.5,93.3,0.91,2.0,0,1
6698,1577.0,1146.0,15.1,14.0,8.3,96.9,1.37,2.0,0,0
5253,1627.0,948.0,15.1,50.0,11.0,91.7,1.83,2.0,0,1
3226,1094.0,863.0,10.5,25.0,5.0,93.6,1.57,2.0,1,1
8766,2318.0,399.0,36.3,44.0,23.55,92.2,0.85,2.0,1,0
3978,2107.0,287.0,15.9,5.0,2.9,88.7,1.44,2.0,1,1
6151,1880.0,846.0,42.5,29.0,0.5,94.7,1.27,2.0,0,0
3539,2388.0,903.0,37.6,11.0,3.6,91.7,1.41,2.0,1,1
5665,2799.0,1465.0,23.6,12.0,8.3,90.3,1.55,2.0,0,1
2827,1976.0,1081.0,36.6,10.0,7.9,95.8,1.45,2.0,1,1
5430,1612.0,952.0,19.2,10.0,10.4,91.9,1.9,2.0,0,1
1338,1360.0,293.0,56.2,10.0,0.8,88.3,1.52,1.0,0,1
3262,1655.0,855.0,4.3,15.0,3.5,91.0,1.39,2.0,1,1
5148,1169.0,221.0,43.6,6.0,5.6,87.4,1.51,2.0,0,1
650,2131.0,544.0,28.2,37.0,5.0,98.5,1.1,2.0,0,1
2902,2085.0,831.0,14.3,40.0,21.7,87.2,1.27,2.0,1,1
2258,1588.0,200.0,41.4,37.0,0.8,95.1,1.53,2.0,0,1
6017,1067.0,318.0,28.6,11.0,4.0,88.4,0.68,2.0,0,0
8091,2465.0,773.0,18.0,20.0,1.8,88.7,1.67,2.0,1,0
8057,2267.0,967.0,12.0,8.0,23.55,92.7,1.41,2.0,1,0
4429,2025.0,964.0,15.6,1.0,17.2,90.3,1.5,2.0,1,1
7475,2105.0,487.0,35.1,1.0,7.5,99.0,1.36,2.0,1,0
6939,1540.0,477.0,26.0,31.0,2.4,91.1,1.34,2.0,0,0
2584,2522.0,696.0,4.6,13.0,4.5,92.8,1.76,2.0,0,1
3196,1734.0,277.0,16.4,39.0,0.5,87.7,1.5,2.0,1,1
6178,961.0,200.0,17.1,7.0,10.3,96.8,1.16,2.0,0,0
4329,1117.0,620.0,22.4,31.0,14.6,96.2,1.45,2.0,1,1
1258,2211.0,988.0,50.3,28.0,9.2,93.6,1.15,2.0,0,1
4246,2018.0,1075.0,59.3,6.0,9.1,94.6,1.19,2.0,1,1
991,2423.0,624.0,34.6,27.0,8.7,92.9,1.4,2.0,0,1
3504,1336.0,735.0,31.2,74.5,8.4,91.8,1.43,2.0,1,1
113,2238.0,1415.0,21.4,14.0,23.55,91.5,1.89,1.0,0,1
919,2367.0,1129.0,20.1,74.5,4.2,99.0,1.54,2.0,0,1
2509,1739.0,1250.0,24.7,4.0,0.7,95.6,0.78,2.0,0,1
8460,2306.0,927.0,45.8,34.0,12.0,91.9,2.02,2.0,1,0
7176,2527.0,786.0,55.7,6.0,0.5,92.9,1.16,2.0,0,0
4382,1375.0,362.0,47.5,10.0,5.9,90.7,0.95,2.0,1,1
949,2613.0,850.0,7.6,9.0,20.1,90.4,0.94,2.0,0,1
4613,2251.0,1071.0,5.8,1.0,0.9,87.8,1.34,2.0,0,1
3770,1283.0,1302.0,63.8,34.0,0.9,96.1,1.25,2.0,1,1
7435,1058.0,285.0,34.2,42.0,6.0,95.8,0.69,2.0,1,0
2850,2287.0,1344.0,25.2,24.0,12.0,92.1,1.5,2.0,1,1
5219,1859.0,477.0,57.4,7.0,9.6,89.8,1.38,2.0,0,1
4317,1686.0,200.0,38.5,34.0,12.9,96.4,1.18,1.0,1,1
7977,1328.0,667.0,21.4,26.0,2.3,98.9,1.18,2.0,1,0
6696,1984.0,387.0,28.5,23.0,7.4,91.4,1.38,2.0,0,0
2505,1480.0,226.0,33.9,10.0,0.5,90.5,1.74,2.0,0,1
1114,2135.0,379.0,22.3,15.0,15.4,96.1,0.95,2.0,0,1
8608,2003.0,1414.0,21.8,2.0,0.5,91.4,1.52,2.0,1,0
298,2727.0,785.0,35.8,69.0,1.7,95.2,0.87,2.0,0,1
1675,2160.0,655.0,45.2,1.0,3.3,98.5,1.79,2.0,0,1
3347,2326.0,241.0,47.0,0.0,7.6,93.7,1.44,2.0,1,1
2735,1485.0,229.0,29.2,2.0,2.7,93.7,1.87,1.0,0,1
8787,1950.0,675.0,48.9,43.0,0.5,94.9,1.92,1.0,1,0
8206,3043.0,632.0,12.0,0.0,11.3,88.2,1.85,2.0,1,0
4678,1775.0,603.0,54.1,39.0,9.5,92.2,1.43,2.0,0,1
7797,2209.0,552.0,53.2,17.0,7.3,88.0,0.91,2.0,1,0
7983,2182.0,208.0,58.1,4.0,23.55,87.1,1.71,2.0,1,0
4416,1144.0,404.0,28.6,2.0,3.4,91.6,1.14,2.0,1,1
6310,1341.0,255.0,23.0,0.0,0.5,88.0,1.62,1.0,0,0
2103,2011.0,948.0,15.2,5.0,8.6,91.9,1.66,2.0,0,1
5277,1732.0,497.0,14.9,2.0,6.1,92.4,1.71,2.0,0,1
5446,1413.0,200.0,9.4,4.0,1.8,92.6,1.54,2.0,0,1
5982,3402.0,1205.0,10.8,22.0,0.5,98.4,1.27,2.0,0,1
1837,1554.0,1053.0,26.2,5.0,17.5,92.2,2.1,2.0,0,1
6351,1538.0,602.0,26.2,74.5,1.5,89.6,1.64,2.0,0,0
8651,1356.0,472.0,30.7,2.0,7.5,93.9,1.31,2.0,1,0
6562,1559.0,645.0,15.7,40.0,4.4,89.5,1.14,2.0,0,0
607,2161.0,326.0,35.2,40.0,1.7,90.1,1.8,2.0,0,1
1093,1930.0,1510.0,23.4,9.0,4.5,92.4,1.23,2.0,0,1
4371,2754.0,574.0,5.6,30.0,9.0,91.4,1.69,2.0,1,1
5100,1816.0,416.0,4.5,7.0,8.4,92.8,1.51,2.0,0,1
7932,2006.0,731.0,47.0,35.0,13.7,92.2,0.96,2.0,1,0
160,2588.0,942.0,38.0,13.0,20.5,95.8,1.06,1.0,0,1
203,1291.0,292.0,36.3,26.0,4.9,89.3,0.82,2.0,0,1
5672,1962.0,746.0,38.0,74.5,10.5,99.0,1.81,2.0,0,1
4742,2714.0,361.0,27.0,10.0,5.6,91.7,1.26,2.0,0,1
2934,2428.0,608.0,18.0,74.5,17.9,98.0,1.42,2.0,1,1
5888,1788.0,256.0,23.4,10.0,3.0,94.7,1.23,2.0,0,1
2435,1505.0,289.0,10.0,57.0,0.8,87.3,1.65,2.0,0,1
1230,1246.0,200.0,29.3,8.0,0.5,96.1,1.52,2.0,0,1
7434,1573.0,487.0,8.9,15.0,1.5,90.9,1.92,2.0,1,0
8791,2366.0,368.0,55.0,12.0,1.6,92.8,1.84,2.0,1,0
8685,1261.0,650.0,32.0,0.0,0.5,91.6,0.61,2.0,1,0
4610,2341.0,678.0,16.7,5.0,23.55,98.8,1.17,2.0,0,1
6165,2027.0,776.0,10.7,28.0,13.5,91.2,1.36,2.0,0,0
5162,1352.0,1174.0,22.2,23.0,12.1,93.0,1.07,2.0,0,1
4251,3566.625,1384.0,15.8,0.0,9.8,99.0,1.39,2.0,1,1
7922,1977.0,455.0,23.1,6.0,3.1,86.7,1.22,2.0,1,0
